openalex_id,doi,title,year,cited_by_count,authors,source,is_oa,oa_url,stage,abstract
https://openalex.org/W4401587065,https://doi.org/10.1007/s11042-024-20016-1,Generative artificial intelligence: a systematic review and applications,2024,410,Sandeep Singh Sengar; Affan Bin Hasan; Sanjay Kumar; Fiona Carroll,Multimedia Tools and Applications,True,https://link.springer.com/content/pdf/10.1007/s11042-024-20016-1.pdf,abstract,"Abstract In recent years, the study of artificial intelligence (AI) has undergone a paradigm shift. This has been propelled by the groundbreaking capabilities of generative models both in supervised and unsupervised learning scenarios. Generative AI has shown state-of-the-art performance in solving perplexing real-world conundrums in fields such as image translation, medical diagnostics, textual imagery fusion, natural language processing, and beyond. This paper documents the systematic review and analysis of recent advancements and techniques in Generative AI with a detailed discussion of their applications including application-specific models. Indeed, the major impact that generative AI has made to date, has been in language generation with the development of large language models, in the field of image translation and several other interdisciplinary applications of generative AI. Moreover, the primary contribution of this paper lies in its coherent synthesis of the latest advancements in these areas, seamlessly weaving together contemporary breakthroughs in the field. Particularly, how it shares an exploration of the future trajectory for generative AI. In conclusion, the paper ends with a discussion of Responsible AI principles, and the necessary ethical considerations for the sustainability and growth of these generative models."
https://openalex.org/W4211126031,https://doi.org/10.1080/0960085x.2022.2026621,Thinking responsibly about responsible AI and ‘the dark side’ of AI,2022,400,Patrick Mikalef; Kieran Conboy; Jenny Eriksson Lundström; Aleš Popovič,European Journal of Information Systems,True,https://www.tandfonline.com/doi/pdf/10.1080/0960085X.2022.2026621?needAccess=true,abstract,"Artificial Intelligence (AI) has been argued to offer a myriad of improvements in how we work and live. The notion of AI comprises a wide-ranging set of technologies that allow individuals and organizations to integrate and analyze data and use that insight to improve or automate decision-making. While most attention has been placed on the positive aspects companies realize by the adoption by the adoption and use of AI, there is a growing concern around the negative and unintended consequences of such technologies. In this special issue we have made a call for research papers that help us explore the dark side of AI use. By adopting a dark side lens, we aimed to expand our understanding of how AI should be implemented in practice, and how to minimize or avoid negative outcomes. In this editorial, we build on the notion of responsible AI, to highlight the different ways in which AI can potentially produce unintended consequences, as well as to suggest alternative paths future IS research can follow to improve our knowledge about how to mitigate such occurrences. We further expand on dark side theorizing in order to uncover hidden assumptions of current literature as well as to propose other prominent themes that can guide future IS research on AI adoption and use."
https://openalex.org/W4406063062,https://doi.org/10.1016/j.jsis.2024.101885,Responsible artificial intelligence governance: A review and research framework,2025,387,Emmanouil Papagiannidis; Patrick Mikalef; Kieran Conboy,The Journal of Strategic Information Systems,True,https://doi.org/10.1016/j.jsis.2024.101885,abstract,"• Synthesizes empirical studies on responsible AI and the underlying principles. • Differentiates between principles and governance of AI in a responsible way. • Analyzes through a critical lens existing studies and uncovers underlying assumptions. • Defines the notion of responsible AI governance based on the synthesis and critical reflection. • Develops a research agenda and identifies important areas for future research within the IS domain. The widespread and rapid diffusion of artificial intelligence (AI) into all types of organizational activities necessitates the ethical and responsible deployment of these technologies. Various national and international policies, regulations, and guidelines aim to address this issue, and several organizations have developed frameworks detailing the principles of responsible AI. Nevertheless, the understanding of how such principles can be operationalized in designing, executing, monitoring, and evaluating AI applications is limited. The literature is disparate and lacks cohesion, clarity, and, in some cases, depth. Subsequently, this scoping review aims to synthesize and critically reflect on the research on responsible AI. Based on this synthesis, we developed a conceptual framework for responsible AI governance (defined through structural, relational, and procedural practices), its antecedents, and its effects. The framework serves as the foundation for developing an agenda for future research and critically reflects on the notion of responsible AI governance."
https://openalex.org/W4319348251,https://doi.org/10.1007/s00146-023-01635-y,Accountability in artificial intelligence: what it is and how it works,2023,379,Claudio Novelli; Mariarosaria Taddeo; Luciano Floridi,AI & Society,True,https://doi.org/10.1007/s00146-023-01635-y,abstract,"Abstract Accountability is a cornerstone of the governance of artificial intelligence (AI). However, it is often defined too imprecisely because its multifaceted nature and the sociotechnical structure of AI systems imply a variety of values, practices, and measures to which accountability in AI can refer. We address this lack of clarity by defining accountability in terms of answerability, identifying three conditions of possibility (authority recognition, interrogation, and limitation of power), and an architecture of seven features (context, range, agent, forum, standards, process, and implications). We analyze this architecture through four accountability goals (compliance, report, oversight, and enforcement). We argue that these goals are often complementary and that policy-makers emphasize or prioritize some over others depending on the proactive or reactive use of accountability and the missions of AI governance."
https://openalex.org/W3164641649,https://doi.org/10.1016/j.jrurstud.2021.05.003,Digital transformation of agriculture and rural areas: A socio-cyber-physical system framework to support responsibilisation,2021,354,Kelly Rijswijk; Laurens Klerkx; Manlio Bacco; Fabio Bartolini; Ellen Bulten; Lies Debruyne; Joost Dessein; Ivano Scotti,Journal of Rural Studies,True,https://www.sciencedirect.com/science/article/pii/S074301672100125X/pdf,abstract,"Digital technologies are often seen as an opportunity to enable sustainable futures in agriculture and rural areas. However, this digital transformation process is not inherently good as it impacts on many aspects (e.g. economic, environmental, social, technological, institutional) and their relations. The responsible research and innovation approach calls for a better understanding and anticipation of the often unknown impacts. To meet this aim we have developed a framework that allows to gain insight on the relations between the social, the cyber and the physical, i.e. a socio-cyber-physical system and have described conditions for a successful digital transformation of such a system. These are design of, and creating access to digital technologies, and navigating system complexity. This framework allows for a better problematisation of digital transformation and has been illustrated through an example of digital dairy farming. It supports an enhanced understanding of moral responsibilities regarding digital transformation, fitting within the responsible research and innovation approach, as well as a better understanding who is responsible or accountable for the identified (positive or negative) impacts, i.e. responsibilisation."
https://openalex.org/W4210605645,https://doi.org/10.1016/j.socscimed.2022.114782,SHIFTing artificial intelligence to be responsible in healthcare: A systematic review,2022,334,Haytham Siala; Yichuan Wang,Social Science & Medicine,True,https://www.sciencedirect.com/science/article/pii/S0277953622000855/pdf,abstract,"A variety of ethical concerns about artificial intelligence (AI) implementation in healthcare have emerged as AI becomes increasingly applicable and technologically advanced. The last decade has witnessed significant endeavors in striking a balance between ethical considerations and health transformation led by AI. Despite a growing interest in AI ethics, implementing AI-related technologies and initiatives responsibly in healthcare settings remains a challenge. In response to this topical challenge, we reviewed 253 articles pertaining to AI ethics in healthcare published between 2000 and 2020, summarizing the coherent themes of responsible AI initiatives. A preferred reporting items for systematic review and meta-analysis (PRISMA) approach was employed to screen and select articles, and a hermeneutic approach was adopted to conduct systematic literature review. By synthesizing relevant knowledge from AI governance and ethics, we propose a responsible AI initiative framework that encompasses five core themes for AI solution developers, healthcare professionals, and policy makers. These themes are summarized in the acronym SHIFT: Sustainability, Human centeredness, Inclusiveness, Fairness, and Transparency. In addition, we unravel the key issues and challenges concerning responsible AI use in healthcare, and outline avenues for future research."
https://openalex.org/W4400303336,https://doi.org/10.3389/fhumd.2024.1421273,Transparency and accountability in AI systems: safeguarding wellbeing in the age of algorithmic decision-making,2024,330,Ben Chester Cheong,Frontiers in Human Dynamics,True,https://doi.org/10.3389/fhumd.2024.1421273,abstract,"The rapid integration of artificial intelligence (AI) systems into various domains has raised concerns about their impact on individual and societal wellbeing, particularly due to the lack of transparency and accountability in their decision-making processes. This review aims to provide an overview of the key legal and ethical challenges associated with implementing transparency and accountability in AI systems. The review identifies four main thematic areas: technical approaches, legal and regulatory frameworks, ethical and societal considerations, and interdisciplinary and multi-stakeholder approaches. By synthesizing the current state of research and proposing key strategies for policymakers, this review contributes to the ongoing discourse on responsible AI governance and lays the foundation for future research in this critical area. Ultimately, the goal is to promote individual and societal wellbeing by ensuring that AI systems are developed and deployed in a transparent, accountable, and ethical manner."
https://openalex.org/W3207360334,https://doi.org/10.2196/26522,Application Scenarios for Artificial Intelligence in Nursing Care: Rapid Review,2021,296,Kathrin Seibert; Dominik Domhoff; Dominik Bruch; Matthias Schulte‐Althoff; Daniel Fürstenau; Felix Bießmann; Karin Wolf‐Ostermann,Journal of Medical Internet Research,True,https://www.jmir.org/2021/11/e26522/PDF,abstract,"BACKGROUND: Artificial intelligence (AI) holds the promise of supporting nurses' clinical decision-making in complex care situations or conducting tasks that are remote from direct patient interaction, such as documentation processes. There has been an increase in the research and development of AI applications for nursing care, but there is a persistent lack of an extensive overview covering the evidence base for promising application scenarios. OBJECTIVE: This study synthesizes literature on application scenarios for AI in nursing care settings as well as highlights adjacent aspects in the ethical, legal, and social discourse surrounding the application of AI in nursing care. METHODS: Following a rapid review design, PubMed, CINAHL, Association for Computing Machinery Digital Library, Institute of Electrical and Electronics Engineers Xplore, Digital Bibliography & Library Project, and Association for Information Systems Library, as well as the libraries of leading AI conferences, were searched in June 2020. Publications of original quantitative and qualitative research, systematic reviews, discussion papers, and essays on the ethical, legal, and social implications published in English were included. Eligible studies were analyzed on the basis of predetermined selection criteria. RESULTS: The titles and abstracts of 7016 publications and 704 full texts were screened, and 292 publications were included. Hospitals were the most prominent study setting, followed by independent living at home; fewer application scenarios were identified for nursing homes or home care. Most studies used machine learning algorithms, whereas expert or hybrid systems were entailed in less than every 10th publication. The application context of focusing on image and signal processing with tracking, monitoring, or the classification of activity and health followed by care coordination and communication, as well as fall detection, was the main purpose of AI applications. Few studies have rep"
https://openalex.org/W4387618732,https://doi.org/10.1016/j.patter.2023.100857,Worldwide AI ethics: A review of 200 guidelines and recommendations for AI governance,2023,293,Nicholas Kluge Corrêa; Camila Galvão; James William Santos; Carolina Del Pino; Edson Pontes Pinto; Camila Barbosa; Diogo Massmann; Rodrigo Mambrini,Patterns,True,https://doi.org/10.1016/j.patter.2023.100857,abstract,"The utilization of artificial intelligence (AI) applications has experienced tremendous growth in recent years, bringing forth numerous benefits and conveniences. However, this expansion has also provoked ethical concerns, such as privacy breaches, algorithmic discrimination, security and reliability issues, transparency, and other unintended consequences. To determine whether a global consensus exists regarding the ethical principles that should govern AI applications and to contribute to the formation of future regulations, this paper conducts a meta-analysis of 200 governance policies and ethical guidelines for AI usage published by public bodies, academic institutions, private companies, and civil society organizations worldwide. We identified at least 17 resonating principles prevalent in the policies and guidelines of our dataset, released as an open source database and tool. We present the limitations of performing a global-scale analysis study paired with a critical analysis of our findings, presenting areas of consensus that should be incorporated into future regulatory efforts."
https://openalex.org/W3136620301,https://doi.org/10.1177/20539517221115189,Fairness perceptions of algorithmic decision-making: A systematic review of the empirical literature,2022,279,Christopher Starke; Janine Baleis; Birte Keller; Frank Marcinkowski,Big Data & Society,True,https://doi.org/10.1177/20539517221115189,abstract,"Algorithmic decision-making increasingly shapes people's daily lives. Given that such autonomous systems can cause severe harm to individuals and social groups, fairness concerns have arisen. A human-centric approach demanded by scholars and policymakers requires considering people's fairness perceptions when designing and implementing algorithmic decision-making. We provide a comprehensive, systematic literature review synthesizing the existing empirical insights on perceptions of algorithmic fairness from 58 empirical studies spanning multiple domains and scientific disciplines. Through thorough coding, we systemize the current empirical literature along four dimensions: (1) algorithmic predictors, (2) human predictors, (3) comparative effects (human decision-making vs. algorithmic decision-making), and (4) consequences of algorithmic decision-making. While we identify much heterogeneity around the theoretical concepts and empirical measurements of algorithmic fairness, the insights come almost exclusively from Western-democratic contexts. By advocating for more interdisciplinary research adopting a society-in-the-loop framework, we hope our work will contribute to fairer and more responsible algorithmic decision-making."
https://openalex.org/W4401509761,https://doi.org/10.3390/informatics11030058,Ethical Challenges and Solutions of Generative AI: An Interdisciplinary Perspective,2024,265,Mousa Al-kfairy; Dheya Mustafa; Nir Kshetri; Mazen Insiew; Omar Alfandi,Informatics,True,https://www.mdpi.com/2227-9709/11/3/58/pdf?version=1723204964,abstract,"This paper conducts a systematic review and interdisciplinary analysis of the ethical challenges of generative AI technologies (N = 37), highlighting significant concerns such as privacy, data protection, copyright infringement, misinformation, biases, and societal inequalities. The ability of generative AI to produce convincing deepfakes and synthetic media, which threaten the foundations of truth, trust, and democratic values, exacerbates these problems. The paper combines perspectives from various disciplines, including education, media, and healthcare, underscoring the need for AI systems that promote equity and do not perpetuate social inequalities. It advocates for a proactive approach to the ethical development of AI, emphasizing the necessity of establishing policies, guidelines, and frameworks that prioritize human rights, fairness, and transparency. The paper calls for a multidisciplinary dialogue among policymakers, technologists, and researchers to ensure responsible AI development that conforms to societal values and ethical standards. It stresses the urgency of addressing these ethical concerns and advocates for the development of generative AI in a socially beneficial and ethically sound manner, contributing significantly to the discourse on managing AI’s ethical implications in the modern digital era. The study highlights the theoretical and practical implications of these challenges and suggests a number of future research directions."
https://openalex.org/W4322775759,https://doi.org/10.1007/s11301-023-00320-0,"Applications of Explainable Artificial Intelligence in Finance—a systematic review of Finance, Information Systems, and Computer Science literature",2023,254,Patrick Weber; K. Valerie Carl; Oliver Hinz,Management Review Quarterly,True,https://link.springer.com/content/pdf/10.1007/s11301-023-00320-0.pdf,abstract,"Abstract Digitalization and technologization affect numerous domains, promising advantages but also entailing risks. Hence, when decision-makers in highly-regulated domains like Finance implement these technological advances—especially Artificial Intelligence—regulators prescribe high levels of transparency, assuring the traceability of decisions for third parties. Explainable Artificial Intelligence (XAI) is of tremendous importance in this context. We provide an overview of current research on XAI in Finance with a systematic literature review screening 2,022 articles from leading Finance, Information Systems, and Computer Science outlets. We identify a set of 60 relevant articles, classify them according to the used XAI methods and goals that they aim to achieve, and provide an overview of XAI methods used in different Finance areas. Areas like risk management, portfolio optimization, and applications around the stock market are well-researched, while anti-money laundering is understudied. Researchers implement both transparent models and post-hoc explainability, while they recently favored the latter."
https://openalex.org/W4389794809,https://doi.org/10.1001/jamanetworkopen.2023.45050,Guiding Principles to Address the Impact of Algorithm Bias on Racial and Ethnic Disparities in Health and Health Care,2023,249,Marshall H. Chin; Nasim Afsarmanesh; Arlene S. Bierman; Christine Chang; Caleb J. Colón-Rodríguez; Prashila Dullabh; Deborah Duran; Malika Fair,JAMA Network Open,True,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2812958/chin_2023_sc_230007_1702050468.82841.pdf,abstract,"Importance: Health care algorithms are used for diagnosis, treatment, prognosis, risk stratification, and allocation of resources. Bias in the development and use of algorithms can lead to worse outcomes for racial and ethnic minoritized groups and other historically marginalized populations such as individuals with lower income. Objective: To provide a conceptual framework and guiding principles for mitigating and preventing bias in health care algorithms to promote health and health care equity. Evidence Review: The Agency for Healthcare Research and Quality and the National Institute for Minority Health and Health Disparities convened a diverse panel of experts to review evidence, hear from stakeholders, and receive community feedback. Findings: The panel developed a conceptual framework to apply guiding principles across an algorithm's life cycle, centering health and health care equity for patients and communities as the goal, within the wider context of structural racism and discrimination. Multiple stakeholders can mitigate and prevent bias at each phase of the algorithm life cycle, including problem formulation (phase 1); data selection, assessment, and management (phase 2); algorithm development, training, and validation (phase 3); deployment and integration of algorithms in intended settings (phase 4); and algorithm monitoring, maintenance, updating, or deimplementation (phase 5). Five principles should guide these efforts: (1) promote health and health care equity during all phases of the health care algorithm life cycle; (2) ensure health care algorithms and their use are transparent and explainable; (3) authentically engage patients and communities during all phases of the health care algorithm life cycle and earn trustworthiness; (4) explicitly identify health care algorithmic fairness issues and trade-offs; and (5) establish accountability for equity and fairness in outcomes from health care algorithms. Conclusions and Relevance: Multiple stakeholders"
